language,input_file,pass@1,pass@1_se,pass@5,pass@5_se,pass@10,pass@10_se,pass@100,pass@100_se
js,/workspace/codegeex/benchmark/humaneval-x/java/evaluation_qwen3.5_9B_drgrpo_reward35b_think_100/humaneval_java_to_js.jsonl,0.917073,0.011824,0.963415,0.000000,,,,
python,/workspace/codegeex/benchmark/humaneval-x/java/evaluation_qwen3.5_9B_drgrpo_reward35b_think_100/humaneval_java_to_python.jsonl,0.914634,0.005102,0.945122,0.000000,,,,
rust,/workspace/codegeex/benchmark/humaneval-x/java/evaluation_qwen3.5_9B_drgrpo_reward35b_think_100/humaneval_java_to_rust.jsonl,0.439024,0.032438,0.841463,0.000000,,,,
cpp,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen3.5_9B_drgrpo_reward35b_think_100/humaneval_js_to_cpp.jsonl,0.813415,0.011342,0.878049,0.000000,,,,
go,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen3.5_9B_drgrpo_reward35b_think_100/humaneval_js_to_go.jsonl,0.798780,0.006952,0.884146,0.000000,,,,
java,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen3.5_9B_drgrpo_reward35b_think_100/humaneval_js_to_java.jsonl,0.864634,0.007567,0.908537,0.000000,,,,
python,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen3.5_9B_drgrpo_reward35b_think_100/humaneval_js_to_python.jsonl,0.887805,0.003109,0.920732,0.000000,,,,
rust,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen3.5_9B_drgrpo_reward35b_think_100/humaneval_js_to_rust.jsonl,0.431707,0.014861,0.798780,0.000000,,,,
cpp,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen3.5_9B_drgrpo_reward35b_think_100/humaneval_python_to_cpp.jsonl,0.770732,0.006278,0.865854,0.000000,,,,
go,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen3.5_9B_drgrpo_reward35b_think_100/humaneval_python_to_go.jsonl,0.698780,0.009564,0.823171,0.000000,,,,
java,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen3.5_9B_drgrpo_reward35b_think_100/humaneval_python_to_java.jsonl,0.837805,0.004954,0.908537,0.000000,,,,
js,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen3.5_9B_drgrpo_reward35b_think_100/humaneval_python_to_js.jsonl,0.902439,0.005785,0.957317,0.000000,,,,
rust,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen3.5_9B_drgrpo_reward35b_think_100/humaneval_python_to_rust.jsonl,0.420732,0.014558,0.780488,0.000000,,,,
cpp,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen3.5_9B_drgrpo_reward35b_think_100/humaneval_rust_to_cpp.jsonl,0.858537,0.008043,0.902439,0.000000,,,,
go,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen3.5_9B_drgrpo_reward35b_think_100/humaneval_rust_to_go.jsonl,0.679268,0.003659,0.835366,0.000000,,,,
java,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen3.5_9B_drgrpo_reward35b_think_100/humaneval_rust_to_java.jsonl,0.820732,0.004563,0.859756,0.000000,,,,
js,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen3.5_9B_drgrpo_reward35b_think_100/humaneval_rust_to_js.jsonl,0.793902,0.004878,0.865854,0.000000,,,,
python,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen3.5_9B_drgrpo_reward35b_think_100/humaneval_rust_to_python.jsonl,0.817073,0.004312,0.871951,0.000000,,,,
total,ALL,0.764268,0.002105,0.884756,0.000000,,,,
